author_id,last_name,first_name,middle_name,gender,total_pubs,total_cites,avg_cites,med_coauthors,n_unique_coauthors,hindex,rank_total_pubs,rank_total_cites,rank_avg_cites,rank_hindex
EberleO,Eberle,Oliver,,M,2,18,9.0,5.5,9,2,12987,19568,22786,9528
MassaroniC,Massaroni,Cristiano,,M,2,113,56.5,4.0,5,2,12987,5226,4844,9528
EgerE,Eger,Evelyn,,M,2,184,92.0,4.5,5,2,12987,3203,2686,9528
EberleS,Eberle,Sarah,,F,3,17,5.667,1.0,3,2,7070,20185,28692,9528
MakurA,Makur,Anuran,,M,2,19,9.5,1.5,2,2,12987,18989,22097,9528
EbnerL,Ebner,Lukas,,M,2,236,118.0,4.5,5,2,12987,2494,1974,9528
MassaP,Massa,Paolo,,M,3,9,3.0,3.0,8,2,7070,26741,35425,9528
EbrahimiFardK,EbrahimiFard,Kurusch,,,3,12,4.0,2.0,5,2,7070,23664,32470,9528
SekineK,Sekine,Kouta,,M,2,15,7.5,2.5,4,2,12987,21432,25077,9528
SekimotoY,Sekimoto,Yoshihide,,,2,324,162.0,3.5,7,2,12987,1760,1217,9528
EckerR,Ecker,Rupert,,F,2,51,25.5,5.0,8,2,12987,10139,11027,9528
SankarasubramaniamY,Sankarasubramaniam,Yogesh,,F,2,24,12.0,1.5,3,2,12987,16744,19273,9528
MasourosC,Masouros,Christos,,M,2,110,55.0,3.5,7,2,12987,5333,4998,9528
EckertC,Eckert,Claudia,,F,2,107,53.5,4.5,8,2,12987,5453,5152,9528
SekehS,Sekeh,Salimeh,Yasaei,,2,13,6.5,2.0,4,2,12987,22873,26899,9528
MasoodM,Masood,M,,,2,142,71.0,2.5,5,2,12987,4147,3700,9528
EckhoffD,Eckhoff,Daniel,,M,2,161,80.5,3.0,6,2,12987,3645,3209,9528
SaniZ,Sani,Zahra,Alizadeh,F,2,54,27.0,12.5,14,2,12987,9706,10479,9528
FerresL,Ferres,Leo,,,2,17,8.5,3.5,6,2,12987,20185,23516,9528
MagginiM,Maggini,Marco,,M,4,9,2.25,3.0,10,2,4454,26741,37320,9528
EgerS,Eger,Steffen,,M,2,22,11.0,0.0,0,2,12987,17586,20268,9528
EichhornG,Eichhorn,Guenther,,M,2,139,69.5,7.5,10,2,12987,4244,3807,9528
SantuariM,Santuari,Michele,,F,2,59,29.5,7.5,15,2,12987,9091,9652,9528
SecciS,Secci,Stefano,,M,2,49,24.5,3.0,3,2,12987,10443,11436,9528
MasegosaA,Masegosa,Andres,R,M,2,98,49.0,6.0,12,2,12987,5969,5681,9528
SebekM,Sebek,Michael,,M,2,58,29.0,3.0,3,2,12987,9208,9819,9528
MascottoL,Mascotto,L,,,2,27,13.5,1.5,3,2,12987,15645,17922,9528
MartinGuerreroJ,MartinGuerrero,Jose,D,,2,72,36.0,7.0,13,2,12987,7705,7775,9528
SanyalA,Sanyal,Arpita,,F,3,35,11.667,2.0,6,2,7070,13178,19669,9528
FerrariV,Ferrari,Vittorio,,M,2,410,205.0,7.0,14,2,12987,1351,910,9528
SanzJ,Sanz,Joshua,,M,3,29,9.667,5.0,10,2,7070,14983,21978,9528
FerrariF,Ferrari,F,,,2,27,13.5,1.5,3,2,12987,15645,17922,9528
MasciP,Masci,Paolo,,M,3,12,4.0,2.0,9,2,7070,23664,32470,9528
SearaC,Seara,Carlos,,M,2,16,8.0,5.5,10,2,12987,20799,24309,9528
SecondiniM,Secondini,Marco,,M,5,38,7.6,3.0,10,2,3077,12379,24987,9528
MaschlerB,Maschler,Benjamin,,M,2,38,19.0,2.0,3,2,12987,12379,14056,9528
SeamanC,Seaman,Carolyn,,F,2,77,38.5,9.5,19,2,12987,7305,7253,9528
MakkehA,Makkeh,Abdullah,,M,2,27,13.5,2.0,2,2,12987,15645,17922,9528
EismannS,Eismann,Stephan,,M,2,52,26.0,5.5,11,2,12987,9990,10836,9528
SapatnekarS,Sapatnekar,Sachin,S,M,3,7,2.333,2.0,14,2,7070,29401,37264,9528
MartinL,Martin,Laura,,F,2,9,4.5,3.0,4,2,12987,26741,31140,9528
ScozzariF,Scozzari,Francesca,,F,2,9,4.5,1.0,1,2,12987,26741,31140,9528
MagoulesF,Magoules,Frederic,,M,2,6,3.0,1.0,1,2,12987,30972,35425,9528
MartinM,Martin,Miguel,Vargas,M,4,21,5.25,4.0,22,2,4454,18013,29085,9528
EjazW,Ejaz,Waleed,,M,2,81,40.5,3.0,6,2,12987,7002,6906,9528
EjlaliA,Ejlali,Alireza,,M,2,12,6.0,3.5,5,2,12987,23664,27859,9528
FerrandP,Ferrand,Paul,,,2,52,26.0,1.5,3,2,12987,9990,10836,9528
ScouarnecN,Scouarnec,Nicolas,Le,M,2,29,14.5,3.0,5,2,12987,14983,17090,9528
EkenelH,Ekenel,Hazim,Kemal,M,4,84,21.0,3.5,13,2,4454,6782,12988,9528
FerrariD,Ferrari,Davide,,M,2,13,6.5,1.5,2,2,12987,22873,26899,9528
ScottJ,Scott,Jennifer,A,F,5,105,21.0,2.0,7,2,3077,5585,12988,9528
EiblS,Eibl,Sebastian,,F,2,11,5.5,1.5,2,2,12987,24559,28854,9528
EhsanS,Ehsan,Shoaib,,M,3,22,7.333,4.0,8,2,7070,17586,25203,9528
SantosE,Santos,Erika,Alves,F,3,14,4.667,3.0,9,2,7070,22137,30980,9528
MartinC,Martin,Charles,,M,4,15,3.75,1.0,5,2,4454,21432,33594,9528
SantosGonzalezI,SantosGonzalez,Ivan,,,4,18,4.5,3.0,7,2,4454,19568,31140,9528
SegalaR,Segala,Roberto,,M,2,4,2.0,1.0,1,2,12987,34782,38851,9528
MartinDelgadoM,MartinDelgado,M,A,,2,81,40.5,1.0,2,2,12987,7002,6906,9528
SantosH,Santos,Haroldo,Gambini,M,2,17,8.5,4.0,8,2,12987,20185,23516,9528
MakowskyJ,Makowsky,Johann,A,M,2,13,6.5,1.0,2,2,12987,22873,26899,9528
MakowskiM,Makowski,Marcus,,M,3,10,3.333,7.0,19,2,7070,25580,34048,9528
EggersmannR,Eggersmann,Robert,,M,2,26,13.0,3.0,3,2,12987,15992,18364,9528
SegalA,Segal,Avi,,,3,32,10.667,4.0,9,2,7070,14032,20702,9528
FerrerCollJ,FerrerColl,Javier,,M,2,80,40.0,4.0,5,2,12987,7074,6995,9528
SantosL,Santos,Lorena,,F,4,21,5.25,6.0,22,2,4454,18013,29085,9528
EgiazarianK,Egiazarian,Karen,,F,2,117,58.5,3.0,4,2,12987,5075,4681,9528
EhsaniM,Ehsani,Mohammed,Reza,M,2,10,5.0,4.5,7,2,12987,25580,30018,9528
SeeligerA,Seeliger,Alexander,,M,2,63,31.5,3.0,3,2,12987,8653,9033,9528
SeegererP,Seegerer,Philipp,,M,2,104,52.0,6.5,9,2,12987,5637,5328,9528
SeedigH,Seedig,Hans,Georg,,2,46,23.0,2.5,4,2,12987,10914,12053,9528
SeebockP,Seebock,Philipp,,M,2,90,45.0,7.5,9,2,12987,6430,6225,9528
SeebacherD,Seebacher,Daniel,,M,2,14,7.0,4.5,7,2,12987,22137,25985,9528
SeeJ,See,John,,,2,151,75.5,2.5,4,2,12987,3885,3446,9528
FerreiraP,Ferreira,Placid,M,M,3,19,6.333,4.0,8,2,7070,18989,27039,9528
SedlmeirJ,Sedlmeir,Johannes,,M,2,12,6.0,3.0,6,2,12987,23664,27859,9528
FerreiraM,Ferreira,Martha,Dais,F,4,188,47.0,4.0,20,2,4454,3136,5943,9528
EhrhardT,Ehrhard,Thomas,,M,2,5,2.5,2.5,3,2,12987,32716,37039,9528
FerreiraG,Ferreira,Gilda,,F,4,25,6.25,3.5,13,2,4454,16381,27080,9528
FerreiraF,Ferreira,Fabio,,M,3,7,2.333,3.0,10,2,7070,29401,37264,9528
SedighiM,Sedighi,Mehdi,,M,2,14,7.0,3.0,5,2,12987,22137,25985,9528
FerreiraC,Ferreira,Charles,Henrique,M,3,16,5.333,4.0,20,2,7070,20799,29028,9528
SeelT,Seel,Thomas,,M,7,14,2.0,3.0,22,2,1671,22137,38851,9528
MahbubZ,Mahbub,Zaid,Bin,,2,736,368.0,10.5,14,2,12987,636,410,9528
FeffermanB,Fefferman,Bill,,,3,112,37.333,4.0,9,2,7070,5258,7461,9528
EndoH,Endo,Hiroyuki,,M,2,64,32.0,7.5,13,2,12987,8527,8876,9528
FanL,Fan,Lisheng,,male,3,242,80.667,5.0,15,2,7070,2435,3201,9528
EskandarianA,Eskandarian,Azim,,,5,9,1.8,1.0,6,2,3077,26741,40363,9528
EslamiM,Eslami,Mohammad,,M,2,42,21.0,3.5,7,2,12987,11569,12988,9528
EsnaolaI,Esnaola,Inaki,,M,2,453,226.5,4.0,4,2,12987,1175,799,9528
EsparzaJ,Esparza,Javier,,M,3,45,15.0,2.0,7,2,7070,11055,16738,9528
SchleiB,Schlei,B,R,,2,15,7.5,0.0,0,2,12987,21432,25077,9528
SchleglT,Schlegl,Thomas,,M,2,90,45.0,7.5,9,2,12987,6430,6225,9528
SchaeferProkopC,SchaeferProkop,Cornelia,M,F,2,632,316.0,21.5,38,2,12987,763,495,9528
FallonM,Fallon,Maurice,,M,2,9,4.5,4.5,9,2,12987,26741,31140,9528
EspositoA,Esposito,Anna,,,2,60,30.0,3.5,7,2,12987,8986,9502,9528
SchlechtS,Schlecht,Sebastian,J,F,4,19,4.75,1.0,4,2,4454,18989,30949,9528
SchlechtI,Schlecht,Ingmar,,M,2,181,90.5,16.5,31,2,12987,3265,2763,9528
MartinezPrietoM,MartinezPrieto,Miguel,A,M,3,27,9.0,3.0,9,2,7070,15645,22786,9528
SchlachterL,Schlachter,Louisa,,M,2,10,5.0,3.0,5,2,12987,25580,30018,9528
FallahY,Fallah,Yaser,P,M,2,51,25.5,3.5,7,2,12987,10139,11027,9528
SchirrmeisterR,Schirrmeister,Robin,Tibor,M,2,1138,569.0,7.5,13,2,12987,341,204,9528
SchirnerG,Schirner,Gunar,,,2,57,28.5,4.5,9,2,12987,9327,9986,9528
SchipperB,Schipper,Burkhard,,M,4,79,19.75,1.5,3,2,4454,7135,13698,9528
SchaerP,Schaer,Philipp,,M,3,39,13.0,3.0,9,2,7070,12177,18364,9528
SchaerfM,Schaerf,Marco,,M,4,7,1.75,1.0,3,2,4454,29401,40381,9528
FalkM,Falk,Martin,,M,2,24,12.0,5.0,10,2,12987,16744,19273,9528
SchaferT,Schafer,Tristan,,F,2,11,5.5,2.5,5,2,12987,24559,28854,9528
SchaffnerC,Schaffner,Christian,,M,2,54,27.0,2.0,4,2,12987,9706,10479,9528
FalconeM,Falcone,Maurizio,,M,2,39,19.5,2.5,5,2,12987,12177,13753,9528
FalcidienoB,Falcidieno,Bianca,,F,3,36,12.0,3.0,6,2,7070,12888,19273,9528
EstevezRamsE,EstevezRams,E,,,2,21,10.5,2.5,5,2,12987,18013,20793,9528
MartinsM,Martins,Manuel,A,M,4,10,2.5,2.5,5,2,4454,25580,37039,9528
EsikZ,Esik,Zoltan,,M,4,13,3.25,2.0,8,2,4454,22873,34097,9528
SchabK,Schab,K,R,,3,7,2.333,4.0,9,2,7070,29401,37264,9528
MartinsenA,Martinsen,Andreas,B,M,2,27,13.5,2.0,2,2,12987,15645,17922,9528
SchmaltzJ,Schmaltz,Julien,,M,4,12,3.0,1.0,3,2,4454,23664,35425,9528
MahmoudH,Mahmoud,Hussam,,M,2,36,18.0,3.0,6,2,12987,12888,14716,9528
SchmidtK,Schmidt,KaiUwe,,male,2,80,40.0,0.5,1,2,12987,7074,6995,9528
FangW,Fang,Wen,,,3,8,2.667,4.0,11,2,7070,27990,36825,9528
ErzinA,Erzin,Adil,,,2,5,2.5,2.0,4,2,12987,32716,37039,9528
ScarpinitiM,Scarpiniti,Michele,,F,3,52,17.333,3.0,7,2,7070,9990,15150,9528
EscalanteH,Escalante,Hugo,Jair,,2,14,7.0,4.0,8,2,12987,22137,25985,9528
FangL,Fang,Leyuan,,,2,22,11.0,3.0,6,2,12987,17586,20268,9528
MahmoudiAznavehA,MahmoudiAznaveh,Ahmad,,M,2,9,4.5,1.5,3,2,12987,26741,31140,9528
EscandellMonteroP,EscandellMontero,Pablo,,M,2,72,36.0,7.0,13,2,12987,7705,7775,9528
SchmidtC,Schmidt,Christiane,,F,4,8,2.0,3.5,17,2,4454,27990,38851,9528
EschbacherJ,Eschbacher,Jennifer,,F,2,40,20.0,6.5,7,2,12987,11974,13496,9528
EscobarS,Escobar,Santiago,,M,2,23,11.5,3.5,7,2,12987,17157,19750,9528
MaiorcaD,Maiorca,Davide,,M,2,50,25.0,4.5,8,2,12987,10299,11234,9528
SchindlerF,Schindler,Felix,,M,2,35,17.5,3.0,6,2,12987,13178,15090,9528
ScattoliniR,Scattolini,Riccardo,,M,5,18,3.6,2.0,4,2,3077,19568,33704,9528
EscribanoF,Escribano,Francisco,J,M,3,17,5.667,1.0,5,2,7070,20185,28692,9528
EscrigD,Escrig,David,De,M,3,8,2.667,2.0,6,2,7070,27990,36825,9528
SchmidU,Schmid,Ute,,,2,8,4.0,2.5,5,2,12987,27990,32470,9528
FanchonE,Fanchon,Eric,,,3,15,5.0,3.0,7,2,7070,21432,30018,9528
FananyM,Fanany,Mohamad,Ivan,M,2,65,32.5,2.0,4,2,12987,8421,8719,9528
FanaeeTH,FanaeeT,Hadi,,,2,23,11.5,1.0,1,2,12987,17157,19750,9528
MartinezNuevoP,MartinezNuevo,Pablo,,M,3,20,6.667,2.0,5,2,7070,18486,26764,9528
EshaghiA,Eshaghi,Armaghan,,F,2,42,21.0,5.0,10,2,12987,11569,12988,9528
SchmehlR,Schmehl,Roland,,M,2,90,45.0,3.0,5,2,12987,6430,6225,9528
MahmudT,Mahmud,Tanvir,,M,2,23,11.5,4.5,8,2,12987,17157,19750,9528
FanX,Fan,Xiaopeng,,,4,134,33.5,4.0,17,2,4454,4450,8456,9528
SchaalS,Schaal,Stefan,,M,2,136,68.0,3.5,7,2,12987,4382,3922,9528
EshkyA,Eshky,Aciel,,,2,6,3.0,4.5,5,2,12987,30972,35425,9528
SchmidV,Schmid,Verena,,F,2,106,53.0,4.0,8,2,12987,5525,5204,9528
SchimankoS,Schimanko,Stefan,,M,3,10,3.333,3.0,4,2,7070,25580,34048,9528
SchapachnikF,Schapachnik,Fernando,,M,2,8,4.0,1.5,3,2,12987,27990,32470,9528
ScharlerD,Scharler,Daniel,F,M,3,4,1.333,2.0,6,2,7070,34782,40877,9528
EverettE,Everett,Evan,,,2,692,346.0,2.5,4,2,12987,688,445,9528
EverettM,Everett,Michael,,M,2,35,17.5,2.0,3,2,12987,13178,15090,9528
ScheideggerC,Scheidegger,Carlos,,M,2,18,9.0,3.0,6,2,12987,19568,22786,9528
EversC,Evers,Christine,,F,2,54,27.0,4.5,9,2,12987,9706,10479,9528
ScheideggerO,Scheidegger,Olivier,,M,2,24,12.0,4.0,5,2,12987,16744,19273,9528
FaccoE,Facco,Elena,,F,2,112,56.0,3.0,3,2,12987,5258,4893,9528
ScheidelerC,Scheideler,Christian,,M,2,33,16.5,5.0,10,2,12987,13744,15739,9528
ScheutzM,Scheutz,Matthias,,M,2,21,10.5,2.0,4,2,12987,18013,20793,9528
EvgeniouT,Evgeniou,Theodoros,,M,2,27,13.5,3.0,4,2,12987,15645,17922,9528
EvkoskiB,Evkoski,Bojan,,M,2,10,5.0,3.5,4,2,12987,25580,30018,9528
FabrikovaJ,Fabrikova,J,,,2,9,4.5,3.0,4,2,12987,26741,31140,9528
FabregasJ,Fabregas,Joan,,,2,18,9.0,1.0,1,2,12987,19568,22786,9528
FabregasI,Fabregas,Ignacio,,F,2,8,4.0,3.0,5,2,12987,27990,32470,9528
MartinoG,Martino,Giovanni,Da,M,2,18,9.0,2.0,2,2,12987,19568,22786,9528
ScheunerJ,Scheuner,Joel,,,2,68,34.0,3.5,7,2,12987,8103,8329,9528
EwaschukR,Ewaschuk,Robert,,M,2,26,13.0,1.5,2,2,12987,15992,18364,9528
EwertS,Ewert,Stephan,,M,2,11,5.5,2.0,4,2,12987,24559,28854,9528
FabletR,Fablet,Ronan,,M,2,27,13.5,5.5,10,2,12987,15645,17922,9528
FabilaMonroyR,FabilaMonroy,Ruy,,,2,8,4.0,5.0,10,2,12987,27990,32470,9528
SchekotihinK,Schekotihin,Konstantin,,M,4,13,3.25,3.0,12,2,4454,22873,34097,9528
FabianiG,Fabiani,Gianluca,,M,2,10,5.0,2.5,3,2,12987,25580,30018,9528
ScherpenJ,Scherpen,Jacquelien,M,female,3,34,11.333,2.0,12,2,7070,13475,19842,9528
SchellerF,Scheller,Fabian,,M,2,20,10.0,4.0,7,2,12987,18486,21436,9528
FabbriR,Fabbri,Ricardo,,M,3,17,5.667,4.0,10,2,7070,20185,28692,9528
SchererS,Scherer,Sebastian,,F,2,150,75.0,1.5,3,2,12987,3915,3479,9528
MartiniS,Martini,Simone,,F,4,12,3.0,2.0,4,2,4454,23664,35425,9528
EykeN,Eyke,Natalie,S,F,2,199,99.5,2.0,2,2,12987,2981,2418,9528
SchererJ,Scherer,Jurgen,,M,2,26,13.0,1.0,1,2,12987,15992,18364,9528
ScheirerW,Scheirer,Walter,J,M,4,137,34.25,2.5,17,2,4454,4332,8232,9528
SchmidtKraepelinU,SchmidtKraepelin,Ulrike,,F,3,7,2.333,2.0,3,2,7070,29401,37264,9528
ScheibertJ,Scheibert,Julien,,M,2,64,32.0,2.5,3,2,12987,8527,8876,9528
FaellaM,Faella,Marco,,M,3,5,1.667,2.0,7,2,7070,32716,40429,9528
MartinezV,Martinez,Victor,R,M,2,21,10.5,4.5,9,2,12987,18013,20793,9528
EtesamiS,Etesami,Seyed,Rasoul,M,2,109,54.5,1.0,1,2,12987,5364,5052,9528
SchaubM,Schaub,Michael,T,M,2,15,7.5,3.0,6,2,12987,21432,25077,9528
SchillaciG,Schillaci,Guido,,M,2,13,6.5,3.5,7,2,12987,22873,26899,9528
MaiG,Mai,Gengchen,,,2,72,36.0,5.0,10,2,12987,7705,7775,9528
EtienneCummingsR,EtienneCummings,Ralph,,F,3,175,58.333,3.0,8,2,7070,3359,4696,9528
EtmannC,Etmann,Christian,,M,2,75,37.5,5.0,10,2,12987,7471,7444,9528
SchauerS,Schauer,Stefan,,M,2,69,34.5,2.0,2,2,12987,7999,8195,9528
MartinsB,Martins,Bruno,R,M,2,27,13.5,2.0,4,2,12987,15645,17922,9528
EtzionT,Etzion,Tuvi,,,2,26,13.0,1.5,3,2,12987,15992,18364,9528
EtzioniO,Etzioni,Oren,,,2,49,24.5,2.0,4,2,12987,10443,11436,9528
FahmyH,Fahmy,Hazem,,M,3,28,9.333,3.0,6,2,7070,15325,22202,9528
EtzlingerB,Etzlinger,Bernhard,,M,2,98,49.0,3.0,4,2,12987,5969,5681,9528
EvansW,Evans,William,,M,2,43,21.5,3.5,5,2,12987,11393,12716,9528
MaiV,Mai,Vien,V,,3,26,8.667,2.0,5,2,7070,15992,23376,9528
SchiexT,Schiex,T,,,2,16,8.0,2.5,5,2,12987,20799,24309,9528
SchaweH,Schawe,Hendrik,,M,3,16,5.333,2.0,3,2,7070,20799,29028,9528
FahadM,Fahad,Md,Shah,,3,26,8.667,3.0,6,2,7070,15992,23376,9528
FagniT,Fagni,Tiziano,,F,3,23,7.667,4.0,8,2,7070,17157,24962,9528
EunY,Eun,Yongsoon,,,2,41,20.5,3.5,7,2,12987,11761,13253,9528
MartiniM,Martini,Mauro,,M,2,86,43.0,4.5,9,2,12987,6655,6496,9528
EvangelistaJ,Evangelista,Joao,V,,2,26,13.0,3.0,5,2,12987,15992,18364,9528
SchechnerK,Schechner,Korbinian,,,2,22,11.0,3.0,5,2,12987,17586,20268,9528
FaggianC,Faggian,Claudia,,F,2,4,2.0,1.0,2,2,12987,34782,38851,9528
SchedingS,Scheding,Steven,J,M,2,14,7.0,2.0,2,2,12987,22137,25985,9528
EvansD,Evans,David,M,M,3,10,3.333,2.0,3,2,7070,25580,34048,9528
ScheelM,Scheel,Maren,,F,2,13,6.5,1.0,2,2,12987,22873,26899,9528
EvansM,Evans,Matthew,R,M,2,22,11.0,2.0,2,2,12987,17586,20268,9528
EugsterM,Eugster,Manuel,J,M,2,76,38.0,3.5,7,2,12987,7392,7347,9528
MairalJ,Mairal,Julien,,M,2,48,24.0,2.5,5,2,12987,10596,11620,9528
MartinezJ,Martinez,J,A,,3,80,26.667,3.0,8,2,7070,7074,10613,9528
SchmidtSchaussM,SchmidtSchauss,Manfred,,M,7,9,1.286,1.0,4,2,1671,26741,40913,9528
EnqvistS,Enqvist,Sebastian,,F,2,6,3.0,1.5,3,2,12987,30972,35425,9528
EnsslinT,Ensslin,Torsten,,M,5,7,1.4,1.0,22,2,3077,29401,40837,9528
SaumellM,Saumell,Maria,,F,6,14,2.333,5.0,22,2,2235,22137,37264,9528
FauziF,Fauzi,Fariza,,,2,15,7.5,1.0,1,2,12987,21432,25077,9528
EphremidesA,Ephremides,Anthony,,M,2,83,41.5,2.0,4,2,12987,6861,6730,9528
EpiphaniouG,Epiphaniou,Gregory,,M,2,171,85.5,5.5,11,2,12987,3451,2961,9528
EppeM,Eppe,Manfred,,M,2,5,2.5,2.0,4,2,12987,32716,37039,9528
FauvelM,Fauvel,Mathieu,,M,2,8,4.0,3.5,4,2,12987,27990,32470,9528
FaustyJ,Fausty,Julien,,M,2,6,3.0,4.0,5,2,12987,30972,35425,9528
SchollhammerD,Schollhammer,Daniel,,M,2,64,32.0,2.0,3,2,12987,8527,8876,9528
MajidifardH,Majidifard,Hamed,,M,2,137,68.5,2.5,3,2,12987,4332,3881,9528
SchollT,Scholl,Tessina,H,,3,12,4.0,2.0,20,2,7070,23664,32470,9528
MajidiM,Majidi,Majid,,M,2,59,29.5,2.5,5,2,12987,9091,9652,9528
FavoniM,Favoni,Matteo,,M,2,13,6.5,3.5,4,2,12987,22873,26899,9528
SaunierN,Saunier,Nicolas,,M,2,18,9.0,3.0,4,2,12987,19568,22786,9528
MajidM,Majid,Muhammad,,M,2,367,183.5,2.5,4,2,12987,1533,1031,9528
ErbayH,Erbay,H,A,,3,9,3.0,2.0,2,2,7070,26741,35425,9528
ErbayS,Erbay,S,,,3,9,3.0,2.0,2,2,7070,26741,35425,9528
ErcanF,Ercan,Furkan,,M,3,26,8.667,3.0,6,2,7070,15992,23376,9528
MartinezCamaraE,MartinezCamara,Eugenio,,M,2,39,19.5,6.0,9,2,12987,12177,13753,9528
MaherG,Maher,Gabriel,D,M,2,28,14.0,3.5,7,2,12987,15325,17504,9528
SaupeD,Saupe,Dietmar,,M,2,141,70.5,3.0,5,2,12987,4179,3735,9528
ErdalB,Erdal,Barbaros,S,M,2,23,11.5,8.5,12,2,12987,17157,19750,9528
MajenzC,Majenz,Christian,,M,2,24,12.0,3.0,3,2,12987,16744,19273,9528
SaussetF,Sausset,Francois,,M,2,301,150.5,4.0,4,2,12987,1903,1348,9528
SaussieD,Saussie,David,,M,3,17,5.667,2.0,3,2,7070,20185,28692,9528
FattahS,Fattah,Shaikh,Anowarul,M,2,23,11.5,4.5,8,2,12987,17157,19750,9528
SauterT,Sauter,Thomas,,M,2,16,8.0,6.0,12,2,12987,20799,24309,9528
EpsteinD,Epstein,Daniel,A,M,2,131,65.5,5.0,10,2,12987,4556,4135,9528
ErdoganH,Erdogan,Hakan,,M,2,102,51.0,1.0,1,2,12987,5739,5442,9528
FavreliereH,Favreliere,Hugues,,M,3,66,22.0,2.0,5,2,7070,8331,12511,9528
SchomerE,Schomer,Elmar,,M,2,53,26.5,5.0,9,2,12987,9848,10645,9528
SastryP,Sastry,P,S,,2,132,66.0,1.0,1,2,12987,4514,4100,9528
FedrizziM,Fedrizzi,Michele,,F,2,130,65.0,1.0,1,2,12987,4600,4175,9528
EndrullisJ,Endrullis,Jorg,,,5,14,2.8,2.0,8,2,3077,22137,36746,9528
MahdaviHezavehR,MahdaviHezaveh,Rezvan,,M,2,53,26.5,2.0,3,2,12987,9848,10645,9528
FedorukM,Fedoruk,Mikhail,,M,2,22,11.0,3.5,4,2,12987,17586,20268,9528
EneaC,Enea,Constantin,,M,3,11,3.667,3.0,9,2,7070,24559,33654,9528
EngelD,Engel,Dominik,,M,2,16,8.0,1.0,2,2,12987,20799,24309,9528
SatoS,Sato,Shigeyoshi,,,4,13,3.25,1.5,4,2,4454,22873,34097,9528
EngelbrechtH,Engelbrecht,Herman,A,M,2,9,4.5,2.5,4,2,12987,26741,31140,9528
EngelsT,Engels,Tim,C,,3,15,5.0,3.0,9,2,7070,21432,30018,9528
MajumdarR,Majumdar,Rupak,,,7,58,8.286,1.0,11,2,1671,9208,23676,9528
SchottenhammlJ,Schottenhamml,Julia,,M,2,9,4.5,9.0,11,2,12987,26741,31140,9528
SatoY,Sato,Yoichi,,M,3,85,28.333,3.0,9,2,7070,6707,10016,9528
SchomakerL,Schomaker,Lambert,,M,3,12,4.0,1.0,4,2,7070,23664,32470,9528
MajumdarD,Majumdar,Diptapriyo,,,2,12,6.0,2.0,4,2,12987,23664,27859,9528
FebriantoE,Febrianto,Eky,,,2,19,9.5,2.5,4,2,12987,18989,22097,9528
SchossauJ,Schossau,Jory,,,2,12,6.0,2.0,2,2,12987,23664,27859,9528
FebresG,Febres,Gerardo,,M,2,9,4.5,1.0,1,2,12987,26741,31140,9528
MartinelliF,Martinelli,Flavio,,M,3,49,16.333,2.0,9,2,7070,10443,15794,9528
FearnleyJ,Fearnley,John,,,3,22,7.333,1.0,6,2,7070,17586,25203,9528
SattariP,Sattari,Pegah,,F,2,21,10.5,2.5,3,2,12987,18013,20793,9528
EnglundC,Englund,Cristofer,,,2,7,3.5,3.5,7,2,12987,29401,33858,9528
SattlerT,Sattler,Torsten,,M,3,49,16.333,2.0,11,2,7070,10443,15794,9528
FaymonvilleP,Faymonville,Peter,,M,2,32,16.0,7.0,14,2,12987,14032,16052,9528
MartinelliM,Martinelli,Michele,,F,3,37,12.333,2.0,8,2,7070,12626,18883,9528
SchonhofR,Schonhof,Raoul,,M,2,10,5.0,3.0,6,2,12987,25580,30018,9528
MahdiehM,Mahdieh,Mostafa,,M,2,21,10.5,3.5,7,2,12987,18013,20793,9528
EnkeH,Enke,Harry,,M,2,132,66.0,14.0,27,2,12987,4514,4100,9528
MajumdarA,Majumdar,Angshul,,,3,69,23.0,3.0,9,2,7070,7999,12053,9528
EaswaranA,Easwaran,Arvind,,M,3,57,19.0,2.0,6,2,7070,9327,14056,9528
MajelanS,Majelan,Sina,Ghofrani,,2,69,34.5,4.0,4,2,12987,7999,8195,9528
SavaniR,Savani,Rahul,,F,3,23,7.667,1.0,6,2,7070,17157,24962,9528
FardM,Fard,Majid,Tahmasbi,M,2,61,30.5,2.0,4,2,12987,8878,9347,9528
MaheshwariA,Maheshwari,Anil,,,2,12,6.0,3.5,7,2,12987,23664,27859,9528
SchmitzS,Schmitz,Sylvain,,M,2,52,26.0,0.5,1,2,12987,9990,10836,9528
SchmitzR,Schmitz,Rudiger,,M,2,82,41.0,6.0,10,2,12987,6926,6816,9528
SchmittS,Schmitt,Sebastian,,F,3,316,105.333,2.0,14,2,7070,1811,2278,9528
MarukameT,Marukame,Takao,,M,2,22,11.0,6.5,12,2,12987,17586,20268,9528
SbertC,Sbert,Catalina,,F,2,94,47.0,3.5,6,2,12987,6188,5943,9528
EronenJ,Eronen,Juuso,,M,2,8,4.0,5.0,6,2,12987,27990,32470,9528
SbertM,Sbert,Mateu,,M,3,4,1.333,3.0,3,2,7070,34782,40877,9528
MairesseJ,Mairesse,Jean,,,2,50,25.0,3.0,4,2,12987,10299,11234,9528
FarahaniM,Farahani,Mehrdad,,M,2,22,11.0,3.0,2,2,12987,17586,20268,9528
MahlerK,Mahler,Kim,,,2,37,18.5,4.0,4,2,12987,12626,14369,9528
