author_id,last_name,first_name,middle_name,gender,total_pubs,total_cites,avg_cites,med_coauthors,n_unique_coauthors,hindex,rank_total_pubs,rank_total_cites,rank_avg_cites,rank_hindex
StathonikosN,Stathonikos,Nikolas,,M,2,17,8.5,6.5,12,2,14983,21169,24312,10653
TausanN,Tausan,Nebojsa,,M,2,13,6.5,7.5,15,2,14983,24082,27981,10653
LunardonG,Lunardon,Guglielmo,,M,2,67,33.5,2.0,2,2,14983,8509,8357,10653
BlomstedtP,Blomstedt,Paul,,,2,12,6.0,4.0,7,2,14983,24958,29058,10653
AdamsB,Adams,Bram,,,3,16,5.333,5.0,15,2,8336,21823,30378,10653
StatmanR,Statman,Rick,,,3,6,2.0,0.0,1,2,8336,33015,41700,10653
StatonS,Staton,Sam,,,6,50,8.333,1.0,5,2,2705,10669,24454,10653
ArtiguesA,Artigues,A,,,2,27,13.5,6.5,13,2,14983,16295,18229,10653
CallawayD,Callaway,Duncan,S,M,3,18,6.0,3.0,9,2,8336,20518,29058,10653
CierR,Cier,Roberto,J,M,2,8,4.0,2.0,2,2,14983,29719,34296,10653
TauferM,Taufer,Michela,,F,2,16,8.0,4.5,9,2,14983,21823,25165,10653
LunaA,Luna,Antonio,,M,2,10,5.0,4.0,4,2,14983,27093,31463,10653
LunY,Lun,Yuriy,Zacchia,M,2,95,47.5,3.0,5,2,14983,6336,5792,10653
CalletP,Callet,Patrick,,M,4,47,11.75,4.0,10,2,5320,11144,20080,10653
ArtioliE,Artioli,E,,,3,32,10.667,2.0,7,2,8336,14583,21277,10653
MengC,Meng,Chao,,,2,28,14.0,3.5,7,2,14983,15946,17770,10653
StaufferA,Stauffer,A,O,,2,31,15.5,1.0,1,2,14983,14907,16549,10653
AsinowskiA,Asinowski,Andrei,,M,2,8,4.0,6.0,11,2,14983,29719,34296,10653
CiampagliaG,Ciampaglia,Giovanni,Luca,M,2,42,21.0,3.0,6,2,14983,12012,12995,10653
LeongZ,Leong,Zhi,,,2,9,4.5,3.5,4,2,14983,28355,32750,10653
ZenkouarK,Zenkouar,Khalid,,M,2,17,8.5,2.0,2,2,14983,21169,24312,10653
StefaniniF,Stefanini,Fabio,,M,2,571,285.5,3.0,5,2,14983,871,562,10653
ChumachenkoK,Chumachenko,Kateryna,,F,2,7,3.5,3.0,4,2,14983,31270,35868,10653
ChumO,Chum,Ondrej,,M,2,5,2.5,4.0,4,2,14983,34953,39543,10653
StefankovicD,Stefankovic,Daniel,,M,2,67,33.5,4.0,6,2,14983,8509,8357,10653
MendesR,Mendes,Raul,de,,3,28,9.333,2.0,3,2,8336,15946,22906,10653
WeidlichA,Weidlich,Anke,,,2,12,6.0,1.0,2,2,14983,24958,29058,10653
ChuggK,Chugg,Keith,M,F,2,17,8.5,3.0,4,2,14983,21169,24312,10653
TassiE,Tassi,Enrico,,M,4,12,3.0,2.0,8,2,5320,24958,37673,10653
ChudnovskyM,Chudnovsky,Maria,,F,3,11,3.667,3.0,11,2,8336,25960,35621,10653
StefanovA,Stefanov,Andre,,M,2,9,4.5,5.0,10,2,14983,28355,32750,10653
CambareriV,Cambareri,Valerio,,M,2,99,49.5,4.0,8,2,14983,6088,5535,10653
ChubbC,Chubb,Christopher,T,M,2,29,14.5,2.0,3,2,14983,15577,17325,10653
AdamczakR,Adamczak,Radoslaw,,M,2,15,7.5,1.5,3,2,14983,22512,25991,10653
BabaioffM,Babaioff,M,,,2,45,22.5,1.5,2,2,14983,11460,12278,10653
ChuangsuwanichE,Chuangsuwanich,Ekapol,,,2,96,48.0,7.5,13,2,14983,6278,5724,10653
ChuangY,Chuang,YuhJue,,,3,41,13.667,3.0,9,2,8336,12222,18146,10653
MasoodM,Masood,Mudassir,,M,2,142,71.0,2.5,5,2,14983,4281,3641,10653
MasoodT,Masood,Talha,Bin,M,2,16,8.0,2.5,5,2,14983,21823,25165,10653
MendesA,Mendes,Aline,,F,3,8,2.667,3.0,7,2,8336,29719,39269,10653
TaslimitehraniV,Taslimitehrani,Vahid,,M,2,63,31.5,2.5,3,2,14983,8963,8942,10653
LepsM,Leps,M,,,2,13,6.5,2.5,5,2,14983,24082,27981,10653
TaslamanN,Taslaman,Nina,,,2,31,15.5,2.5,4,2,14983,14907,16549,10653
MendelsonA,Mendelson,Avi,,,2,29,14.5,6.0,9,2,14983,15577,17325,10653
ArulR,Arul,Rajakumar,,,2,47,23.5,4.5,7,2,14983,11144,11780,10653
LeraI,Lera,Isaac,,F,3,152,50.667,2.0,4,2,8336,4001,5416,10653
TaskarB,Taskar,Ben,,,2,207,103.5,2.5,5,2,14983,2957,2286,10653
ChuahJ,Chuah,Joon,Huang,,2,22,11.0,2.0,2,2,14983,18360,20790,10653
ChumanT,Chuman,Tatsuya,,M,2,17,8.5,2.0,3,2,14983,21169,24312,10653
StarosolskiR,Starosolski,Roman,,M,2,14,7.0,0.0,0,2,14983,23274,26968,10653
BabakanA,Babakan,A,Shirzadi,,3,36,12.0,1.0,2,2,8336,13383,19688,10653
ChunJ,Chun,Jinhee,,F,3,35,11.667,7.0,19,2,8336,13688,20109,10653
TuoX,Tuo,Xianguo,,,2,26,13.0,4.0,5,2,14983,16672,18697,10653
LukoseviciusM,Lukosevicius,Mantas,,M,2,7,3.5,1.0,2,2,14983,31270,35868,10653
CiabattoniA,Ciabattoni,Agata,,F,4,10,2.5,2.5,9,2,5320,27093,39543,10653
LeoniC,Leoni,Cristina,,F,2,17,8.5,16.5,23,2,14983,21169,24312,10653
LukinS,Lukin,Stephanie,M,F,2,24,12.0,2.0,3,2,14983,17481,19688,10653
WalkerS,Walker,Stephanie,,F,2,18,9.0,4.0,8,2,14983,20518,23528,10653
LeontarisL,Leontaris,Lampros,,M,2,36,18.0,6.0,6,2,14983,13383,14813,10653
LukicZ,Lukic,Zarija,,,3,16,5.333,4.0,8,2,8336,21823,30378,10653
CamachoJ,Camacho,Jose,,,2,35,17.5,3.0,6,2,14983,13688,15200,10653
MendoncaA,Mendonca,Ana,Maria,,2,46,23.0,6.0,9,2,14983,11305,12033,10653
BongardJ,Bongard,Josh,C,,3,28,9.333,3.0,7,2,8336,15946,22906,10653
ArtusiA,Artusi,A,,,2,45,22.5,4.5,9,2,14983,11460,12278,10653
BloodsworthP,Bloodsworth,Peter,,M,2,23,11.5,5.5,10,2,14983,17911,20200,10653
CamaraO,Camara,Oscar,,F,3,21,7.0,5.0,14,2,8336,18820,26968,10653
LukeT,Luke,Thomas,,M,2,7,3.5,2.0,2,2,14983,31270,35868,10653
ChungK,Chung,Kaman,,M,2,165,82.5,6.5,13,2,14983,3672,3062,10653
CamargoJ,Camargo,Joao,B,,3,7,2.333,3.0,11,2,8336,31270,39819,10653
CamargoM,Camargo,Manuel,,M,2,39,19.5,2.0,2,2,14983,12649,13786,10653
WachsJ,Wachs,Juan,,,2,51,25.5,1.5,3,2,14983,10518,10978,10653
TassonC,Tasson,Christine,,F,3,8,2.667,1.0,6,2,8336,29719,39269,10653
LepetitV,Lepetit,Vincent,,M,4,138,34.5,2.5,21,2,5320,4421,8100,10653
MendezD,Mendez,Daniel,,M,10,59,5.9,4.5,36,2,987,9420,29893,10653
ChungC,Chung,Chaeyeon,,,3,15,5.0,4.0,10,2,8336,22512,31463,10653
ZreikM,Zreik,Majd,,,2,252,126.0,6.5,10,2,14983,2397,1769,10653
TassoS,Tasso,Sergio,,M,3,16,5.333,4.0,8,2,8336,21823,30378,10653
AdamekK,Adamek,Karel,,F,3,13,4.333,3.0,5,2,8336,24082,32962,10653
LeplatV,Leplat,Valentin,,M,3,29,9.667,2.0,4,2,8336,15577,22642,10653
LeporaN,Lepora,Nathan,F,M,2,12,6.0,3.5,7,2,14983,24958,29058,10653
LenzR,Lenz,Reiner,,M,4,12,3.0,1.0,4,2,5320,24958,37673,10653
CalinM,Calin,Mihai,,M,2,9,4.5,19.5,26,2,14983,28355,32750,10653
LenzC,Lenz,Christian,,M,2,113,56.5,17.5,32,2,14983,5384,4781,10653
CaillecJ,Caillec,JeanMarc,Le,M,2,19,9.5,4.0,4,2,14983,19885,22780,10653
MasanaM,Masana,Marc,,,2,152,76.0,5.0,10,2,14983,4001,3369,10653
CainA,Cain,Alan,J,,5,20,4.0,1.0,5,2,3691,19329,34296,10653
MasanesL,Masanes,Lluis,,M,3,70,23.333,2.0,7,2,8336,8169,11819,10653
BlochL,Bloch,Louise,,F,3,26,8.667,3.0,6,2,8336,16672,24158,10653
CainesP,Caines,Peter,E,M,2,7,3.5,1.0,2,2,14983,31270,35868,10653
StamatopoulosG,Stamatopoulos,Giorgos,,M,2,11,5.5,1.0,1,2,14983,25960,30178,10653
AbdolaliM,Abdolali,Maryam,,M,2,24,12.0,1.5,2,2,14983,17481,19688,10653
CivinoR,Civino,Roberto,,M,2,11,5.5,2.5,5,2,14983,25960,30178,10653
LempiainenT,Lempiainen,Tuomo,,M,2,36,18.0,5.0,10,2,14983,13383,14813,10653
LuoT,Luo,Tie,,,2,16,8.0,2.0,2,2,14983,21823,25165,10653
CiuranaA,Ciurana,Alex,,,2,79,39.5,4.5,7,2,14983,7378,6994,10653
CiucanuR,Ciucanu,Radu,,,2,73,36.5,3.5,7,2,14983,7895,7580,10653
LenarduzziV,Lenarduzzi,Valentina,,F,2,38,19.0,2.5,4,2,14983,12859,14117,10653
ZschocheP,Zschoche,Philipp,,M,2,5,2.5,3.0,6,2,14983,34953,39543,10653
StanM,Stan,Marius,,M,2,23,11.5,9.0,18,2,14983,17911,20200,10653
WeihrauchK,Weihrauch,Klaus,,M,3,9,3.0,1.0,3,2,8336,28355,37673,10653
ZschechP,Zschech,Patrick,,M,3,194,64.667,2.0,4,2,8336,3148,4148,10653
TuranM,Turan,Mehmet,,M,2,105,52.5,4.0,4,2,14983,5760,5185,10653
vanderVlugtR,vanderVlugt,Rolf,,,2,90,45.0,3.0,5,2,14983,6643,6131,10653
LuoQ,Luo,Q,,,2,38,19.0,2.0,4,2,14983,12859,14117,10653
ZengK,Zeng,Kai,,,3,28,9.333,2.0,7,2,8336,15946,22906,10653
CalabreseE,Calabrese,Enrico,,M,2,191,95.5,6.0,12,2,14983,3191,2508,10653
LuoP,Luo,Peng,,,3,319,106.333,3.0,11,2,8336,1840,2190,10653
LuoM,Luo,Minnan,,,3,23,7.667,2.0,8,2,8336,17911,25867,10653
TaylorG,Taylor,Gavin,,F,3,34,11.333,4.0,16,2,8336,13997,20300,10653
CirsteaH,Cirstea,Horatiu,,M,4,10,2.5,1.5,7,2,5320,27093,39543,10653
BlochI,Bloch,Isabelle,,F,3,19,6.333,3.0,10,2,8336,19885,28137,10653
CalabroF,Calabro,Francesco,,M,2,10,5.0,2.5,3,2,14983,27093,31463,10653
CaiazzoA,Caiazzo,Alfonso,,M,2,36,18.0,7.0,14,2,14983,13383,14813,10653
LupoC,Lupo,Cosmo,,,2,23,11.5,4.5,7,2,14983,17911,20200,10653
MergelJ,Mergel,Janine,C,M,2,64,32.0,2.5,3,2,14983,8831,8785,10653
WeinA,Wein,Alexander,S,M,3,57,19.0,3.0,4,2,8336,9674,14117,10653
TurchiM,Turchi,Marco,,M,2,66,33.0,3.0,6,2,14983,8623,8491,10653
ClarksonK,Clarkson,Kenneth,L,M,2,4,2.0,2.0,2,2,14983,37231,41700,10653
ClarkeE,Clarke,Edmund,M,M,2,36,18.0,2.0,4,2,14983,13383,14813,10653
BonoV,Bono,Viviana,,,3,23,7.667,1.0,3,2,8336,17911,25867,10653
ClarkeD,Clarke,Dave,,,2,12,6.0,2.5,4,2,14983,24958,29058,10653
WeimannO,Weimann,Oren,,,2,106,53.0,4.5,8,2,14983,5699,5127,10653
WeilandS,Weiland,Siep,,,3,17,5.667,2.0,8,2,8336,21169,29988,10653
ZhuR,Zhu,Rui,,,2,20,10.0,4.0,8,2,14983,19329,22061,10653
WeilandM,Weiland,Michele,,F,4,25,6.25,2.5,9,2,5320,17091,28186,10653
BonoJ,Bono,James,W,M,2,69,34.5,6.5,11,2,14983,8276,8100,10653
CaiC,Cai,Chenghao,,M,2,54,27.0,4.5,8,2,14983,10089,10408,10653
CaiG,Cai,Guorong,,M,3,20,6.667,4.0,9,2,8336,19329,27817,10653
ZomorodiMoghadamM,ZomorodiMoghadam,Mariam,,F,2,16,8.0,2.0,3,2,14983,21823,25165,10653
TecL,Tec,Loredana,,M,3,40,13.333,3.0,4,2,8336,12442,18310,10653
MarzollaM,Marzolla,Moreno,,M,5,26,5.2,1.0,6,2,3691,16672,30464,10653
BliudzeS,Bliudze,Simon,,M,7,11,1.571,3.0,10,2,2037,25960,43632,10653
StafylopatisA,Stafylopatis,Andreas,,M,2,60,30.0,2.0,2,2,14983,9312,9417,10653
LuqueN,Luque,Niceto,R,,2,26,13.0,3.5,5,2,14983,16672,18697,10653
MercierD,Mercier,Dominique,,M,4,44,11.0,4.0,6,2,5320,11635,20790,10653
BonnetE,Bonnet,Edouard,,M,2,5,2.5,5.5,11,2,14983,34953,39543,10653
LuppinoL,Luppino,Luigi,Tommaso,M,2,63,31.5,4.5,6,2,14983,8963,8942,10653
BonnefonJ,Bonnefon,JeanFrancois,,M,3,714,238.0,2.0,7,2,8336,681,741,10653
BlochA,Bloch,Anthony,,M,2,9,4.5,3.0,3,2,14983,28355,32750,10653
MerchantF,Merchant,Farhad,,M,2,26,13.0,4.0,5,2,14983,16672,18697,10653
LemleyJ,Lemley,Joseph,,M,2,200,100.0,2.5,3,2,14983,3062,2363,10653
CaiafaC,Caiafa,Cesar,F,M,3,825,275.0,5.0,11,2,8336,553,619,10653
VuralF,Vural,Fatos,T,,2,453,226.5,4.0,4,2,14983,1199,792,10653
CirsteaC,Cirstea,Corina,,F,3,11,3.667,0.0,2,2,8336,25960,35621,10653
BabbushR,Babbush,Ryan,,,2,148,74.0,5.0,10,2,14983,4120,3476,10653
StannatW,Stannat,Wilhelm,,M,3,41,13.667,2.0,8,2,8336,12222,18146,10653
MennickeS,Mennicke,Stephan,,M,4,9,2.25,1.5,3,2,5320,28355,39901,10653
CalderaraS,Calderara,Simone,,F,4,14,3.5,4.0,11,2,5320,23274,35868,10653
CalderbankA,Calderbank,A,Robert,,2,37,18.5,1.5,3,2,14983,13109,14441,10653
MasciP,Masci,Paolo,,M,6,14,2.333,2.0,13,2,2705,23274,39819,10653
StanuszekM,Stanuszek,Marek,,M,2,88,44.0,4.5,5,2,14983,6762,6261,10653
TavernierW,Tavernier,Wouter,,M,2,35,17.5,4.0,4,2,14983,13688,15200,10653
StappersB,Stappers,Benjamin,,M,2,35,17.5,3.5,4,2,14983,13688,15200,10653
BonizzoniP,Bonizzoni,Paola,,F,7,21,3.0,4.0,15,2,2037,18820,37673,10653
CaldwellJ,Caldwell,James,,M,3,6,2.0,1.0,3,2,8336,33015,41700,10653
BonizzoniF,Bonizzoni,Francesca,,F,2,6,3.0,2.0,4,2,14983,33015,37673,10653
MascottoL,Mascotto,L,,,2,27,13.5,1.5,3,2,14983,16295,18229,10653
CalegariG,Calegari,Gloria,Re,M,3,24,8.0,1.0,2,2,8336,17481,25165,10653
AdamsH,Adams,Henry,,F,3,59,19.667,1.0,6,2,8336,9420,13732,10653
MasegosaA,Masegosa,Andres,R,M,2,98,49.0,6.0,12,2,14983,6166,5594,10653
AskarpourM,Askarpour,Mehrnoosh,,F,4,7,1.75,2.5,8,2,5320,31270,43498,10653
CalheirosR,Calheiros,Rodrigo,N,M,2,529,264.5,4.0,6,2,14983,961,645,10653
CimoliT,Cimoli,Tiziana,,M,3,17,5.667,2.0,4,2,8336,21169,29988,10653
MenichelliF,Menichelli,Francesco,,M,2,10,5.0,4.5,6,2,14983,27093,31463,10653
TavaresT,Tavares,Thiago,,M,2,16,8.0,7.5,15,2,14983,21823,25165,10653
CaliariM,Caliari,Marco,,M,2,10,5.0,3.5,5,2,14983,27093,31463,10653
StarkD,Stark,David,,M,2,8,4.0,3.0,3,2,14983,29719,34296,10653
LenstraH,Lenstra,H,W,,2,7,3.5,1.0,1,2,14983,31270,35868,10653
CalikusE,Calikus,Ece,,,2,50,25.0,3.5,5,2,14983,10669,11195,10653
LundervoldA,Lundervold,Arvid,,M,2,1712,856.0,1.0,0,2,14983,188,131,10653
LentmaierM,Lentmaier,Michael,,M,2,212,106.0,2.0,4,2,14983,2882,2215,10653
TavanaeiA,Tavanaei,Amirhossein,,M,2,44,22.0,1.5,2,2,14983,11635,12502,10653
CiocarlieM,Ciocarlie,Matei,,M,3,33,11.0,4.0,12,2,8336,14281,20790,10653
LuoK,Luo,Kun,,,2,82,41.0,4.0,8,2,14983,7153,6728,10653
LunichM,Lunich,Marco,,M,2,11,5.5,1.5,2,2,14983,25960,30178,10653
MaschlerB,Maschler,Benjamin,,M,2,38,19.0,2.0,3,2,14983,12859,14117,10653
LenfantS,Lenfant,S,,,2,104,52.0,7.5,13,2,14983,5817,5250,10653
CiresanD,Ciresan,Dan,C,,2,849,424.5,15.5,29,2,14983,531,317,10653
TaylorA,Taylor,Adrien,,M,2,19,9.5,1.5,3,2,14983,19885,22780,10653
TayebiA,Tayebi,Abdelhamid,,M,3,30,10.0,1.0,2,2,8336,15235,22061,10653
LengM,Leng,Mei,,,2,43,21.5,2.5,4,2,14983,11825,12728,10653
StaniakM,Staniak,Mateusz,,M,2,36,18.0,1.0,1,2,14983,13383,14813,10653
AvilaO,Avila,Oscar,,F,2,4,2.0,1.0,1,2,14983,37231,41700,10653
StanicaP,Stanica,Pantelimon,,,2,25,12.5,2.5,3,2,14983,17091,19177,10653
CiracJ,Cirac,J,Ignacio,,2,41,20.5,3.0,6,2,14983,12222,13257,10653
ZhuK,Zhu,Kening,,M,3,11,3.667,2.0,6,2,8336,25960,35621,10653
StanimirovicP,Stanimirovic,Predrag,S,M,2,6,3.0,2.0,4,2,14983,33015,37673,10653
CalandraR,Calandra,Roberto,,M,2,10,5.0,7.5,15,2,14983,27093,31463,10653
LengY,Leng,Yue,,,2,18,9.0,3.0,6,2,14983,20518,23528,10653
AbdollahpouriH,Abdollahpouri,Himan,,M,2,92,46.0,5.5,10,2,14983,6506,5991,10653
TrystramD,Trystram,Denis,,M,2,11,5.5,5.5,11,2,14983,25960,30178,10653
LuoG,Luo,Ge,,,3,61,20.333,4.0,13,2,8336,9197,13302,10653
StanislavA,Stanislav,Aranovskiy,,,2,224,112.0,3.0,3,2,14983,2716,2064,10653
StanislawekT,Stanislawek,Tomasz,,M,2,12,6.0,6.5,11,2,14983,24958,29058,10653
CalauttiM,Calautti,Marco,,M,2,7,3.5,3.0,4,2,14983,31270,35868,10653
BabbJ,Babb,Joseph,,M,2,93,46.5,4.0,8,2,14983,6445,5909,10653
StankiewiczO,Stankiewicz,Olgierd,,,2,15,7.5,1.0,2,2,14983,22512,25991,10653
LengiewiczJ,Lengiewicz,Jakub,,M,2,13,6.5,3.5,6,2,14983,24082,27981,10653
LuoD,Luo,Die,,,2,27,13.5,7.0,14,2,14983,16295,18229,10653
ArthurR,Arthur,Rudy,,,2,58,29.0,1.5,3,2,14983,9540,9738,10653
StankovicM,Stankovic,Marko,,M,2,138,69.0,19.0,38,2,14983,4421,3787,10653
CaldarelliG,Caldarelli,Guido,,M,2,193,96.5,2.0,4,2,14983,3159,2477,10653
LengrandS,Lengrand,Stephane,Jean,M,2,27,13.5,1.5,3,2,14983,16295,18229,10653
AdamsJ,Adams,Julie,A,F,6,62,10.333,3.0,16,2,2705,9082,21482,10653
AdelantadoF,Adelantado,Ferran,,M,2,858,429.0,4.0,6,2,14983,522,314,10653
MartinezNuevoP,MartinezNuevo,Pablo,,M,3,20,6.667,2.0,5,2,8336,19329,27817,10653
MacPhersonR,MacPherson,Robert,,M,2,44,22.0,2.5,4,2,14983,11635,12502,10653
MicskeiZ,Micskei,Zoltan,,M,3,10,3.333,1.0,4,2,8336,27093,36098,10653
ThirumulanathanD,Thirumulanathan,D,,,3,4,1.333,2.0,4,2,8336,37231,44130,10653
ThirumalaiV,Thirumalai,Vijayaraghavan,,,2,18,9.0,1.0,1,2,14983,20518,23528,10653
ThiriouxX,Thirioux,Xavier,,M,3,9,3.0,2.0,5,2,8336,28355,37673,10653
BudinichM,Budinich,Marco,,M,2,10,5.0,0.5,1,2,14983,27093,31463,10653
LaurentA,Laurent,Adrien,,M,7,13,1.857,1.0,9,2,2037,24082,43452,10653
ThiranP,Thiran,Patrick,,M,2,82,41.0,2.5,5,2,14983,7153,6728,10653
ThingV,Thing,Vrizlynn,L,,2,16,8.0,1.5,3,2,14983,21823,25165,10653
MaesF,Maes,Frederik,,M,6,155,25.833,4.5,16,2,2705,3927,10922,10653
ZielF,Ziel,Florian,,M,3,28,9.333,1.0,2,2,8336,15946,22906,10653
CostabalF,Costabal,Francisco,S,M,2,30,15.0,2.5,5,2,14983,15235,16937,10653
ZuccaE,Zucca,Elena,,F,4,7,1.75,2.0,5,2,5320,31270,43498,10653
ThirumuruganathanS,Thirumuruganathan,Saravanan,,M,2,94,47.0,3.5,7,2,14983,6393,5852,10653
BorealeM,Boreale,Michele,,F,2,15,7.5,0.5,1,2,14983,22512,25991,10653
BudzynskiL,Budzynski,Louise,,F,3,4,1.333,1.0,4,2,8336,37231,44130,10653
CostaR,Costa,Rui,Ponte,,2,14,7.0,8.0,16,2,14983,23274,26968,10653
CostaP,Costa,Paulo,Roberto,M,4,15,3.75,5.0,23,2,5320,22512,35547,10653
SomekhBaruchA,SomekhBaruch,Anelia,,,2,14,7.0,2.5,5,2,14983,23274,26968,10653
AroraS,Arora,Siddharth,,M,3,44,14.667,2.0,7,2,8336,11635,17263,10653
BoreN,Bore,Nils,,,2,101,50.5,17.0,33,2,14983,5969,5428,10653
MichieliU,Michieli,Umberto,,M,2,17,8.5,3.0,5,2,14983,21169,24312,10653
BuenaposadaJ,Buenaposada,Jose,M,,2,33,16.5,2.5,3,2,14983,14281,15859,10653
CostaG,Costa,Gabriele,,M,4,29,7.25,2.5,8,2,5320,15577,26171,10653
MichiardiP,Michiardi,Pietro,,M,2,6,3.0,3.5,7,2,14983,33015,37673,10653
LaurijssenD,Laurijssen,Dennis,,M,2,10,5.0,3.5,4,2,14983,27093,31463,10653
ThiesM,Thies,Mareike,,F,2,13,6.5,5.0,10,2,14983,24082,27981,10653
CostaS,Costa,Sueli,I,F,3,12,4.0,2.0,5,2,8336,24958,34296,10653
LaumannC,Laumann,C,R,,2,12,6.0,3.5,5,2,14983,24958,29058,10653
MiculanM,Miculan,Marino,,M,5,6,1.2,1.0,5,2,3691,33015,44212,10653
MiddelburgC,Middelburg,C,A,,9,10,1.111,1.0,1,2,1216,27093,44227,10653
LauB,Lau,Billy,Pik,M,2,42,21.0,5.0,8,2,14983,12012,12995,10653
MagdziarzM,Magdziarz,Marcin,,M,2,11,5.5,1.5,2,2,14983,25960,30178,10653
LauF,Lau,Francis,C,M,3,47,15.667,5.0,16,2,8336,11144,16478,10653
LauN,Lau,Nuno,,,2,8,4.0,3.0,4,2,14983,29719,34296,10653
MagdyW,Magdy,Walid,,M,2,42,21.0,2.0,4,2,14983,12012,12995,10653
MagdonIsmailM,MagdonIsmail,Malik,,F,2,56,28.0,1.5,2,2,14983,9812,10075,10653
CottatellucciL,Cottatellucci,Laura,,F,2,403,201.5,2.0,4,2,14983,1414,924,10653
ThomasE,Thomas,E,Louise,,2,35,17.5,4.5,9,2,14983,13688,15200,10653
ThomasD,Thomas,Doreen,,F,2,13,6.5,3.0,5,2,14983,24082,27981,10653
BachrachY,Bachrach,Yoram,,M,2,31,15.5,2.5,5,2,14983,14907,16549,10653
ThomasB,Thomas,Brian,,M,3,34,11.333,11.0,49,2,8336,13997,20300,10653
ThomannA,Thomann,Andrea,,F,2,17,8.5,2.5,3,2,14983,21169,24312,10653
CotroneoD,Cotroneo,Domenico,,M,7,16,2.286,3.0,12,2,2037,21823,39880,10653
TursunO,Tursun,Osman,,M,3,13,4.333,5.0,6,2,8336,24082,32962,10653
CotinS,Cotin,Stephane,,M,2,28,14.0,4.0,8,2,14983,15946,17770,10653
ThomM,Thom,Markus,,M,2,7,3.5,1.5,3,2,14983,31270,35868,10653
WalshJ,Walsh,John,MacLaren,,5,91,18.2,3.0,18,2,3691,6575,14533,10653
ThodiB,Thodi,Bilal,Thonnam,M,3,16,5.333,3.0,6,2,8336,21823,30378,10653
BucurD,Bucur,Doina,,F,3,27,9.0,2.0,6,2,8336,16295,23528,10653
MiddletonR,Middleton,Richard,H,M,2,7,3.5,2.0,4,2,14983,31270,35868,10653
MiddlehurstM,Middlehurst,Matthew,,M,2,31,15.5,2.5,4,2,14983,14907,16549,10653
BudanM,Budan,Maximiliano,C,M,2,17,8.5,3.0,4,2,14983,21169,24312,10653
BudavariT,Budavari,Tamas,,M,4,8,2.0,5.0,18,2,5320,29719,41700,10653
CosteiraJ,Costeira,Joao,P,,2,13,6.5,2.0,4,2,14983,24082,27981,10653
MaffiolettiS,Maffioletti,Sergio,,M,2,14,7.0,4.0,6,2,14983,23274,26968,10653
ThiruvasagamP,Thiruvasagam,Prabhu,Kaliyammal,M,2,20,10.0,2.0,3,2,14983,19329,22061,10653
MiddeldorpA,Middeldorp,Aart,,,7,10,1.429,2.0,8,2,2037,27093,44077,10653
CostaD,Costa,Diego,Elias,M,5,9,1.8,3.0,11,2,3691,28355,43471,10653
BuerT,Buer,Tobias,,M,2,38,19.0,1.5,3,2,14983,12859,14117,10653
MarshallA,Marshall,Alan,,,4,47,11.75,2.0,7,2,5320,11144,20080,10653
MarshallD,Marshall,David,,M,3,67,22.333,3.0,8,2,8336,8509,12321,10653
CorrodiC,Corrodi,Claudio,,M,3,9,3.0,2.0,3,2,8336,28355,37673,10653
BachocC,Bachoc,Christine,,F,2,36,18.0,1.5,3,2,14983,13383,14813,10653
BuiThanhT,BuiThanh,Tan,,,3,13,4.333,2.0,7,2,8336,24082,32962,10653
BuiV,Bui,Vy,,,2,7,3.5,5.0,10,2,14983,31270,35868,10653
CorreiaR,Correia,Rion,Brattig,,2,17,8.5,2.5,4,2,14983,21169,24312,10653
SongM,Song,Moxian,,M,2,31,15.5,5.0,10,2,14983,14907,16549,10653
MartelM,Martel,Matthieu,,M,3,6,2.0,2.0,6,2,8336,33015,41700,10653
SongP,Song,Pingfan,,,2,327,163.5,4.0,6,2,14983,1785,1181,10653
MadhusudanP,Madhusudan,P,,,3,19,6.333,3.0,8,2,8336,19885,28137,10653
LavioletteF,Laviolette,Francois,,M,2,50,25.0,5.0,10,2,14983,10669,11195,10653
AbdelghaffarH,Abdelghaffar,Hossam,M,M,2,19,9.5,2.5,4,2,14983,19885,22780,10653
CorreiaJ,Correia,Joao,,,2,16,8.0,4.5,8,2,14983,21823,25165,10653
AsthanaA,Asthana,Akshay,,M,2,71,35.5,5.5,11,2,14983,8061,7801,10653
AsterothA,Asteroth,Alexander,,M,2,4,2.0,3.0,4,2,14983,37231,41700,10653
vanderTorreL,vanderTorre,Leendert,,,3,11,3.667,4.0,12,2,8336,25960,35621,10653
AussemA,Aussem,Alex,,,2,38,19.0,2.0,2,2,14983,12859,14117,10653
ThiagarajanJ,Thiagarajan,Jayaraman,,M,3,64,21.333,3.0,9,2,8336,8831,12780,10653
CorreaR,Correa,Ricardo,C,M,5,16,3.2,2.0,9,2,3691,21823,36184,10653
BukacekM,Bukacek,Marek,,M,2,20,10.0,1.0,1,2,14983,19329,22061,10653
BukataL,Bukata,Libor,,,2,55,27.5,2.5,3,2,14983,9950,10253,10653
MichaudF,Michaud,Francois,,M,2,254,127.0,3.5,5,2,14983,2372,1748,10653
BlanchardA,Blanchard,Antoine,,M,3,19,6.333,2.0,5,2,8336,19885,28137,10653
MadestaF,Madesta,Frederic,,M,2,82,41.0,6.0,10,2,14983,7153,6728,10653
TrouveA,Trouve,Alain,,M,2,99,49.5,1.0,1,2,14983,6088,5535,10653
