author_id,last_name,first_name,middle_name,gender,total_pubs,total_cites,avg_cites,med_coauthors,n_unique_coauthors,hindex,rank_total_pubs,rank_total_cites,rank_avg_cites,rank_hindex
GraellsGarridoE,GraellsGarrido,Eduardo,,M,1,16,16.0,4.0,4,1,37927,21823,16198,32169
GraeterT,Graeter,Tilmann,,M,1,1,1.0,8.0,8,1,37927,47267,46588,32169
GrafA,Graf,Alessandra,,F,1,3,3.0,1.0,1,1,37927,39960,37673,32169
GraceD,Grace,David,,M,1,255,255.0,10.0,10,1,37927,2362,674,32169
GrafD,Graf,Daniel,,M,1,1,1.0,5.0,5,1,37927,47267,46588,32169
GracaninD,Gracanin,Denis,,M,1,5,5.0,5.0,5,1,37927,34953,31463,32169
GracaJ,Graca,Joao,V,,1,4,4.0,4.0,4,1,37927,37231,34296,32169
BekenevL,Bekenev,Lev,,,1,6,6.0,3.0,3,1,37927,33015,29058,32169
GoyenaH,Goyena,Harkaitz,,M,1,2,2.0,6.0,6,1,37927,43189,41700,32169
GoykhmanM,Goykhman,Mikhail,,M,1,6,6.0,1.0,1,1,37927,33015,29058,32169
BekasC,Bekas,Costas,,M,1,14,14.0,3.0,3,1,37927,23274,17770,32169
GozesO,Gozes,Ophir,,M,1,6,6.0,1.0,1,1,37927,33015,29058,32169
GozziN,Gozzi,Nicolo,,M,1,1,1.0,8.0,8,1,37927,47267,46588,32169
GrabmayerC,Grabmayer,Clemens,,M,3,3,1.0,1.0,5,1,8336,39960,46588,32169
YakarA,Yakar,Ali,,,1,5,5.0,1.0,1,1,37927,34953,31463,32169
YakamiM,Yakami,Masahiro,,M,1,56,56.0,6.0,6,1,37927,9812,4834,32169
GrabowskiB,Grabowski,Bartosz,,M,1,14,14.0,3.0,3,1,37927,23274,17770,32169
GrabowskiJ,Grabowski,Jens,,,3,6,2.0,3.0,9,1,8336,33015,41700,32169
BekarA,Bekar,Ali,Can,,1,23,23.0,3.0,3,1,37927,17911,12033,32169
GrabskaBarwinskaA,GrabskaBarwinska,Agnieszka,,F,1,1417,1417.0,13.0,13,1,37927,251,65,32169
GrabskiW,Grabski,Waldemar,,M,1,16,16.0,2.0,2,1,37927,21823,16198,32169
BekaertJ,Bekaert,Jeroen,,M,1,3,3.0,5.0,5,1,37927,39960,37673,32169
YajnanarayanaV,Yajnanarayana,Vijaya,,F,1,55,55.0,10.0,10,1,37927,9950,4930,32169
GraneroBelinchonC,GraneroBelinchon,Carlos,,M,1,10,10.0,2.0,2,1,37927,27093,22061,32169
GrafL,Graf,Lukas,,M,1,10,10.0,2.0,2,1,37927,27093,22061,32169
GrafP,Graf,Peter,,M,1,1,1.0,5.0,5,1,37927,47267,46588,32169
GrammelN,Grammel,Nathaniel,,F,1,1,1.0,3.0,3,1,37927,47267,46588,32169
GrammenosA,Grammenos,Andreas,,M,2,5,2.5,3.0,6,1,14983,34953,39543,32169
GramoliV,Gramoli,Vincent,,M,1,83,83.0,6.0,6,1,37927,7084,3036,32169
GranE,Gran,Ernst,Gunnar,M,2,10,5.0,2.0,2,1,14983,27093,31463,32169
GranaJ,Grana,Justin,,F,1,16,16.0,6.0,6,1,37927,21823,16198,32169
GranaM,Grana,Manuel,,M,2,3,1.5,2.5,5,1,14983,39960,43856,32169
GranadaD,Granada,David,,M,1,19,19.0,3.0,3,1,37927,19885,14117,32169
GranadeC,Granade,Christopher,,M,1,10,10.0,8.0,8,1,37927,27093,22061,32169
GranadoB,Granado,Bertrand,,M,1,1,1.0,6.0,6,1,37927,47267,46588,32169
GrandClementJ,GrandClement,Julien,,M,1,12,12.0,3.0,3,1,37927,24958,19688,32169
YagliS,Yagli,Semih,,M,1,3,3.0,2.0,2,1,37927,39960,37673,32169
YagiT,Yagi,Takuma,,M,1,2,2.0,4.0,4,1,37927,43189,41700,32169
GranditsT,Grandits,Thomas,,M,1,2,2.0,5.0,5,1,37927,43189,41700,32169
GrandoD,Grando,D,,,1,15,15.0,13.0,13,1,37927,22512,16937,32169
GrandoniF,Grandoni,Fabrizio,,M,1,5,5.0,4.0,4,1,37927,34953,31463,32169
BeiramiA,Beirami,Ahmad,,M,2,7,3.5,3.0,6,1,14983,31270,35868,32169
YahyanejadF,Yahyanejad,Farzaneh,,F,1,8,8.0,3.0,3,1,37927,29719,25165,32169
GramlingR,Gramling,Robert,,M,1,3,3.0,3.0,3,1,37927,39960,37673,32169
BeiuV,Beiu,Valeriu,,M,2,8,4.0,1.5,2,1,14983,29719,34296,32169
YahouniZ,Yahouni,Zakaria,,F,1,13,13.0,5.0,5,1,37927,24082,18697,32169
GraffD,Graff,David,E,M,1,47,47.0,2.0,2,1,37927,11144,5852,32169
GraftonS,Grafton,Scott,T,M,2,100,50.0,4.5,9,1,14983,6021,5484,32169
GrahamA,Graham,Anna,Pietarila,,2,1,0.5,4.5,9,1,14983,47267,49306,32169
GrahamJ,Graham,Justus,,M,2,9,4.5,3.5,7,1,14983,28355,32750,32169
GrahamLengrandS,GrahamLengrand,Stephane,,M,2,2,1.0,0.5,1,1,14983,43189,46588,32169
BejnordiB,Bejnordi,Babak,Ehteshami,M,1,5899,5899.0,8.0,8,1,37927,24,5,32169
GrahamY,Graham,Yasmin,,F,1,3,3.0,2.0,2,1,37927,39960,37673,32169
YahiyaT,Yahiya,Tara,Ali,,1,1,1.0,2.0,2,1,37927,47267,46588,32169
GraingerO,Grainger,Oliver,,M,1,3,3.0,3.0,3,1,37927,39960,37673,32169
GrallA,Grall,Alexis,,M,1,2,2.0,2.0,2,1,37927,43189,41700,32169
BejgerM,Bejger,Michal,,M,1,6,6.0,4.0,4,1,37927,33015,29058,32169
GramagliaM,Gramaglia,Marco,,M,1,1,1.0,3.0,3,1,37927,47267,46588,32169
GramaticaR,Gramatica,Ruggero,,M,1,26,26.0,5.0,5,1,37927,16672,10773,32169
GrambowM,Grambow,Martin,,M,1,5,5.0,2.0,2,1,37927,34953,31463,32169
GramlichB,Gramlich,Bernhard,,M,2,2,1.0,1.0,1,1,14983,43189,46588,32169
GopinathD,Gopinath,D,,,2,3,1.5,1.5,3,1,14983,39960,43856,32169
GopiS,Gopi,Sivakanth,,M,1,2,2.0,1.0,1,1,37927,43189,41700,32169
GopfertJ,Gopfert,Jan,Philip,,3,4,1.333,3.0,4,1,8336,37231,44130,32169
GoldbergS,Goldberg,Svetlana,V,F,1,2,2.0,2.0,2,1,37927,43189,41700,32169
GoldblattR,Goldblatt,Robert,,M,2,5,2.5,1.0,2,1,14983,34953,39543,32169
GoldenJ,Golden,John,,,1,13,13.0,1.0,1,1,37927,24082,18697,32169
GoldenbaumM,Goldenbaum,Mario,,M,1,43,43.0,2.0,2,1,37927,11825,6400,32169
GoldenbergA,Goldenberg,Anna,,,1,235,235.0,5.0,5,1,37927,2584,756,32169
GoldenbergE,Goldenberg,Elazar,,M,1,2,2.0,4.0,4,1,37927,43189,41700,32169
GoldenbergI,Goldenberg,Idan,,,1,11,11.0,1.0,1,1,37927,25960,20790,32169
GoldentalA,Goldental,Amir,,,1,3,3.0,6.0,6,1,37927,39960,37673,32169
GoldmanA,Goldman,Alfredo,,M,1,6,6.0,2.0,2,1,37927,33015,29058,32169
GoldrickM,Goldrick,Matthew,,M,1,3,3.0,5.0,5,1,37927,39960,37673,32169
GoldsberryL,Goldsberry,Leah,,,1,99,99.0,5.0,5,1,37927,6088,2404,32169
GoldschmidP,Goldschmid,Pascal,,M,1,3,3.0,4.0,4,1,37927,39960,37673,32169
GoldschmidtB,Goldschmidt,Bailey,,F,1,17,17.0,4.0,4,1,37927,21169,15534,32169
GoldschmidtR,Goldschmidt,Ronaldo,Ribeiro,M,1,12,12.0,2.0,2,1,37927,24958,19688,32169
GoldsmithB,Goldsmith,Bryan,R,M,1,20,20.0,3.0,3,1,37927,19329,13517,32169
BelletT,Bellet,Thomas,,M,1,2,2.0,2.0,2,1,37927,43189,41700,32169
GoldsonD,Goldson,Doug,,,1,7,7.0,1.0,1,1,37927,31270,26968,32169
BelliD,Belli,Dimitri,,M,1,1,1.0,1.0,1,1,37927,47267,46588,32169
GoldbergD,Goldberg,David,A,M,1,13,13.0,3.0,3,1,37927,24082,18697,32169
GokmenT,Gokmen,Tayfun,,M,1,6,6.0,4.0,4,1,37927,33015,29058,32169
YamashitaG,Yamashita,Gabrielli,Harumi,M,1,1,1.0,2.0,2,1,37927,47267,46588,32169
BelliliF,Bellili,Faouzi,,M,1,31,31.0,3.0,3,1,37927,14907,9104,32169
GoksoyA,Goksoy,A,Alper,,3,14,4.667,6.0,12,1,8336,23274,32542,32169
GoktepeB,Goktepe,Baris,,M,1,29,29.0,4.0,4,1,37927,15577,9738,32169
GolE,Gol,Ebru,Aydin,,1,37,37.0,3.0,3,1,37927,13109,7463,32169
GolaA,Gola,Artur,,M,1,6,6.0,4.0,4,1,37927,33015,29058,32169
GolabK,Golab,Karol,,M,1,3,3.0,2.0,2,1,37927,39960,37673,32169
GolanA,Golan,Amos,,,1,46,46.0,1.0,1,1,37927,11305,5991,32169
YamashitaA,Yamashita,Ao,,,1,4,4.0,5.0,5,1,37927,37231,34296,32169
GolanS,Golan,Shay,,,1,1,1.0,2.0,2,1,37927,47267,46588,32169
YamashiroH,Yamashiro,Hirochika,,M,1,13,13.0,3.0,3,1,37927,24082,18697,32169
GolbabaeeM,Golbabaee,Mohammad,,M,1,51,51.0,2.0,2,1,37927,10518,5363,32169
GolbyA,Golby,Alexandra,,F,1,147,147.0,9.0,9,1,37927,4147,1381,32169
GoldG,Gold,Garry,,M,1,2,2.0,6.0,6,1,37927,43189,41700,32169
GoldbergK,Goldberg,Ken,,,2,15,7.5,5.5,11,1,14983,22512,25991,32169
GokmenM,Gokmen,Muhittin,,M,1,15,15.0,2.0,2,1,37927,22512,16937,32169
YamansavascilarB,Yamansavascilar,Baris,,M,1,7,7.0,3.0,3,1,37927,31270,26968,32169
GoldsteinS,Goldstein,Seth,Copen,,1,8,8.0,3.0,3,1,37927,29719,25165,32169
YamanakaR,Yamanaka,Ryota,,M,1,2,2.0,2.0,2,1,37927,43189,41700,32169
GolmanR,Golman,Roman,,M,1,1,1.0,7.0,7,1,37927,47267,46588,32169
GolombS,Golomb,Solomon,W,M,1,2,2.0,4.0,4,1,37927,43189,41700,32169
BellemanR,Belleman,Robert,,M,1,70,70.0,2.0,2,1,37927,8169,3713,32169
GolovachP,Golovach,Petr,A,,1,7,7.0,2.0,2,1,37927,31270,26968,32169
GolovanevskyM,Golovanevsky,Michal,,M,1,1,1.0,2.0,2,1,37927,47267,46588,32169
GolovkineS,Golovkine,Steven,,M,1,2,2.0,2.0,2,1,37927,43189,41700,32169
GolshanB,Golshan,Behzad,,M,1,12,12.0,3.0,3,1,37927,24958,19688,32169
GolshanM,Golshan,Milena,S,M,1,11,11.0,4.0,4,1,37927,25960,20790,32169
GolshanS,Golshan,Shahab,,M,1,1,1.0,3.0,3,1,37927,47267,46588,32169
BellegardeF,Bellegarde,Francoise,,F,1,4,4.0,3.0,3,1,37927,37231,34296,32169
YamanakaK,Yamanaka,Koichiro,,M,1,4,4.0,3.0,3,1,37927,37231,34296,32169
GolubevaK,Golubeva,Kimberly,,F,1,2,2.0,2.0,2,1,37927,43189,41700,32169
GolubitskiyD,Golubitskiy,Dmitriy,,M,1,6,6.0,3.0,3,1,37927,33015,29058,32169
GolubitskyO,Golubitsky,Oleg,,,1,57,57.0,1.0,1,1,37927,9674,4745,32169
GollanR,Gollan,Rowan,J,F,1,1,1.0,3.0,3,1,37927,47267,46588,32169
GoldsteinI,Goldstein,Isaac,,F,1,4,4.0,3.0,3,1,37927,37231,34296,32169
GolkarifardM,Golkarifard,Morteza,,M,1,17,17.0,3.0,3,1,37927,21169,15534,32169
GolinelliD,Golinelli,Davide,,M,1,10,10.0,7.0,7,1,37927,27093,22061,32169
YamanoT,Yamano,Takuya,,M,1,3,3.0,2.0,2,1,37927,39960,37673,32169
GoldsztejnA,Goldsztejn,Alexandre,,M,2,4,2.0,3.0,6,1,14983,37231,41700,32169
GoldtS,Goldt,Sebastian,,F,2,8,4.0,5.0,8,1,14983,29719,34296,32169
GoldwasserD,Goldwasser,Dan,,,1,3,3.0,4.0,4,1,37927,39960,37673,32169
YamanishiR,Yamanishi,Ryosuke,,M,1,5,5.0,3.0,3,1,37927,34953,31463,32169
YamaneY,Yamane,Yoshio,,M,1,3,3.0,5.0,5,1,37927,39960,37673,32169
GolemoF,Golemo,Florian,,M,1,2,2.0,6.0,6,1,37927,43189,41700,32169
GolenbergK,Golenberg,Konstantin,,M,1,1,1.0,1.0,1,1,37927,47267,46588,32169
deAnguloV,deAngulo,Vicente,Ruiz,M,1,3,3.0,1.0,1,1,37927,39960,37673,32169
GolestaniS,Golestani,S,Jamaloddin,,1,1,1.0,1.0,1,1,37927,47267,46588,32169
YamaneT,Yamane,Toshiyuki,,M,1,537,537.0,8.0,8,1,37927,941,217,32169
GolezD,Golez,Denis,,M,1,28,28.0,7.0,7,1,37927,15946,10075,32169
GolfinosJ,Golfinos,John,G,,1,1,1.0,21.0,21,1,37927,47267,46588,32169
GolharM,Golhar,Mayank,,M,1,8,8.0,5.0,5,1,37927,29719,25165,32169
YamanakaS,Yamanaka,Shota,,M,1,13,13.0,2.0,2,1,37927,24082,18697,32169
GolkarM,Golkar,Mohammad,Javad,M,1,7,7.0,5.0,5,1,37927,31270,26968,32169
GolubkovA,Golubkov,A,,,1,39,39.0,4.0,4,1,37927,12649,7073,32169
GokkayaA,Gokkaya,Alim,S,,1,38,38.0,5.0,5,1,37927,12859,7256,32169
GokhaleP,Gokhale,Pranav,,M,1,8,8.0,13.0,13,1,37927,29719,25165,32169
GoebelR,Goebel,Rainer,,F,1,70,70.0,3.0,3,1,37927,8169,3713,32169
GoeblW,Goebl,Werner,,M,1,22,22.0,2.0,2,1,37927,18360,12502,32169
BellizioF,Bellizio,Federica,,F,1,1,1.0,3.0,3,1,37927,47267,46588,32169
GoecknerM,Goeckner,Matthew,,M,1,1,1.0,2.0,2,1,37927,47267,46588,32169
GoedemeT,Goedeme,Toon,,,2,6,3.0,3.0,5,1,14983,33015,37673,32169
GoeffonA,Goeffon,Adrien,,M,1,6,6.0,2.0,2,1,37927,33015,29058,32169
GoekeR,Goeke,R,,,1,35,35.0,66.0,66,1,37927,13688,7950,32169
BellittoG,Bellitto,Giovanni,,M,1,1,1.0,5.0,5,1,37927,47267,46588,32169
GoelG,Goel,Gagan,,M,1,3,3.0,2.0,2,1,37927,39960,37673,32169
GoelN,Goel,Nikhil,,M,2,34,17.0,4.5,9,1,14983,13997,15534,32169
GoeminneA,Goeminne,Aline,,F,1,3,3.0,3.0,3,1,37927,39960,37673,32169
GoensA,Goens,Andres,,M,1,14,14.0,2.0,2,1,37927,23274,17770,32169
GoerneH,Goerne,Hendrik,,M,1,7,7.0,16.0,16,1,37927,31270,26968,32169
GoernitzN,Goernitz,Nico,,,1,148,148.0,3.0,3,1,37927,4120,1367,32169
GoertzelZ,Goertzel,Zarathustra,,M,1,6,6.0,3.0,3,1,37927,33015,29058,32169
GoebelB,Goebel,Bernhard,,M,1,44,44.0,4.0,4,1,37927,11635,6261,32169
GoesslingM,Goessling,Marc,,,1,1,1.0,0.0,0,1,37927,47267,46588,32169
GodskesenJ,Godskesen,Jens,Chr,,1,3,3.0,3.0,3,1,37927,39960,37673,32169
YamazakiY,Yamazaki,Yoichi,,M,1,3,3.0,1.0,1,1,37927,39960,37673,32169
GoddekeD,Goddeke,Dominik,,M,1,1,1.0,3.0,3,1,37927,47267,46588,32169
GodeeC,Godee,Cara,M,,1,4,4.0,5.0,5,1,37927,37231,34296,32169
YambayD,Yambay,David,A,M,1,68,68.0,5.0,5,1,37927,8388,3863,32169
GodenschwagerC,Godenschwager,Christian,,M,1,8,8.0,6.0,6,1,37927,29719,25165,32169
GodfreyK,Godfrey,Keith,R,F,1,14,14.0,3.0,3,1,37927,23274,17770,32169
GodfreyL,Godfrey,Luke,B,,1,9,9.0,1.0,1,1,37927,28355,23528,32169
BellmE,Bellm,Eric,C,,1,2,2.0,14.0,14,1,37927,43189,41700,32169
GodinC,Godin,Christelle,,F,1,1,1.0,3.0,3,1,37927,47267,46588,32169
GodinF,Godin,Frederic,,M,1,26,26.0,3.0,3,1,37927,16672,10773,32169
GodinM,Godin,Maxime,,F,1,4,4.0,2.0,2,1,37927,37231,34296,32169
GodinR,Godin,Robert,,M,1,70,70.0,3.0,3,1,37927,8169,3713,32169
GodinhoT,Godinho,Tiago,Marques,M,1,5,5.0,3.0,3,1,37927,34953,31463,32169
GodkinA,Godkin,Andrey,,M,1,14,14.0,4.0,4,1,37927,23274,17770,32169
GodlewskiK,Godlewski,Konrad,,M,1,3,3.0,3.0,3,1,37927,39960,37673,32169
GodleyA,Godley,Amanda,,F,1,1,1.0,6.0,6,1,37927,47267,46588,32169
GodoyW,Godoy,William,F,M,1,1,1.0,4.0,4,1,37927,47267,46588,32169
GokhaleS,Gokhale,Shreyas,,M,1,9,9.0,5.0,5,1,37927,28355,23528,32169
GoethalsB,Goethals,Bart,,,1,63,63.0,7.0,7,1,37927,8963,4268,32169
GoetzerJ,Goetzer,Joscha,,M,1,3,3.0,6.0,6,1,37927,39960,37673,32169
BellinG,Bellin,Gianluigi,,M,1,6,6.0,0.0,0,1,37927,33015,29058,32169
GoheraS,Gohera,Syeda,ZarAfshan,F,1,9,9.0,3.0,3,1,37927,28355,23528,32169
GohlkeC,Gohlke,Christoph,,M,1,5185,5185.0,25.0,25,1,37927,44,15,32169
GohreB,Gohre,Brett,E,M,1,22,22.0,1.0,1,1,37927,18360,12502,32169
GohringerD,Gohringer,Diana,,F,1,2,2.0,3.0,3,1,37927,43189,41700,32169
GohrtT,Gohrt,Thomas,,M,1,5,5.0,3.0,3,1,37927,34953,31463,32169
YamashitaO,Yamashita,Okito,,M,1,7,7.0,2.0,2,1,37927,31270,26968,32169
GoicoecheaTelleriaI,GoicoecheaTelleria,Ines,,,1,1,1.0,3.0,3,1,37927,47267,46588,32169
GoikoetxeaJ,Goikoetxea,J,,,1,10,10.0,2.0,2,1,37927,27093,22061,32169
GokayD,Gokay,Dilara,,F,1,3,3.0,6.0,6,1,37927,39960,37673,32169
GokerM,Goker,M,H,,1,82,82.0,2.0,2,1,37927,7153,3085,32169
GokerT,Goker,Turguy,,M,1,2,2.0,2.0,2,1,37927,43189,41700,32169
GokhaleA,Gokhale,Aniruddha,,M,1,108,108.0,3.0,3,1,37927,5572,2134,32169
GokhaleG,Gokhale,Gargya,,M,1,6,6.0,2.0,2,1,37927,33015,29058,32169
YamashitaK,Yamashita,Koji,,,1,41,41.0,4.0,4,1,37927,12222,6728,32169
GoharshadyA,Goharshady,Amir,Kafshdar,,1,4,4.0,2.0,2,1,37927,37231,34296,32169
GoetzS,Goetz,S,,,1,10,10.0,3.0,3,1,37927,27093,22061,32169
BelliniE,Bellini,Emanuele,,M,1,3,3.0,2.0,2,1,37927,39960,37673,32169
GohV,Goh,Vicky,,F,1,53,53.0,5.0,5,1,37927,10235,5127,32169
GoferE,Gofer,Eyal,,,1,3,3.0,2.0,2,1,37927,39960,37673,32169
GoffJ,Goff,JeanMarie,Le,F,1,9,9.0,3.0,3,1,37927,28355,23528,32169
GoffauxV,Goffaux,Valerie,,F,1,5,5.0,5.0,5,1,37927,34953,31463,32169
GoffinP,Goffin,Pascal,,M,1,1,1.0,3.0,3,1,37927,47267,46588,32169
GogS,Gog,Simon,,M,1,5,5.0,3.0,3,1,37927,34953,31463,32169
YamashitaT,Yamashita,Takayoshi,,M,1,13,13.0,3.0,3,1,37927,24082,18697,32169
GoganV,Gogan,V,,,1,78,78.0,2.0,2,1,37927,7461,3268,32169
GogateV,Gogate,Vibhav,,M,1,12,12.0,3.0,3,1,37927,24958,19688,32169
GogniatG,Gogniat,Guy,,,1,12,12.0,2.0,2,1,37927,24958,19688,32169
GogolinC,Gogolin,Christian,,M,1,23,23.0,1.0,1,1,37927,17911,12033,32169
GogollJ,Gogoll,Jan,,,1,5,5.0,5.0,5,1,37927,34953,31463,32169
GohB,Goh,Brian,Kim,M,1,5,5.0,4.0,4,1,37927,34953,31463,32169
GohE,Goh,Edwin,,M,1,1,1.0,5.0,5,1,37927,47267,46588,32169
GohM,Goh,Mark,,,2,6,3.0,2.0,4,1,14983,33015,37673,32169
GohR,Goh,Rick,Siow,,1,9,9.0,5.0,5,1,37927,28355,23528,32169
GohY,Goh,Yong,Liang,,1,3,3.0,2.0,2,1,37927,39960,37673,32169
GolyandinaN,Golyandina,Nina,,,3,6,2.0,1.0,2,1,8336,33015,41700,32169
YamanakaH,Yamanaka,Hisamitsu,,M,1,3,3.0,5.0,5,1,37927,39960,37673,32169
GolzP,Golz,Paul,,,1,13,13.0,3.0,3,1,37927,24082,18697,32169
GonzalezGranadilloG,GonzalezGranadillo,Gustavo,,M,2,3,1.5,2.5,4,1,14983,39960,43856,32169
GonzalezH,Gonzalez,Hector,A,M,1,2,2.0,2.0,2,1,37927,43189,41700,32169
GonzalezHernandezG,GonzalezHernandez,Graciela,,F,1,5,5.0,2.0,2,1,37927,34953,31463,32169
GonzalezHidalgoM,GonzalezHidalgo,Manuel,,M,1,29,29.0,4.0,4,1,37927,15577,9738,32169
YamagutiY,Yamaguti,Yutaka,,M,1,3,3.0,1.0,1,1,37927,39960,37673,32169
GonzalezHuescaL,GonzalezHuesca,Lourdes,del,F,1,1,1.0,1.0,1,1,37927,47267,46588,32169
GonzalezHuiciM,GonzalezHuici,Maria,Antonia,F,1,21,21.0,4.0,4,1,37927,18820,12995,32169
GonzalezI,Gonzalez,Ivan,,,1,6,6.0,4.0,4,1,37927,33015,29058,32169
GonzalezJ,Gonzalez,Joseph,E,M,3,124,41.333,3.0,11,1,8336,4984,6655,32169
GonzalezJimenezJ,GonzalezJimenez,Javier,,M,2,20,10.0,2.0,4,1,14983,19329,22061,32169
GonzalezL,Gonzalez,Luis,Rene,,2,2,1.0,3.0,3,1,14983,43189,46588,32169
GonzalezLluchC,GonzalezLluch,C,,,1,36,36.0,4.0,4,1,37927,13383,7685,32169
YamaguchiY,Yamaguchi,Yutaro,,M,1,1,1.0,2.0,2,1,37927,47267,46588,32169
GonzalezM,Gonzalez,Mathieu,,M,4,2,0.5,3.0,11,1,5320,43189,49306,32169
GonzalezMendozaM,GonzalezMendoza,M,,,2,5,2.5,4.0,7,1,14983,34953,39543,32169
BelimS,Belim,S,Yu,,3,2,0.667,1.0,2,1,8336,43189,49026,32169
GonzalezMenesesJ,GonzalezMeneses,Juan,,,1,7,7.0,1.0,1,1,37927,31270,26968,32169
GonzalezFranquesaF,GonzalezFranquesa,Ferran,,M,1,5,5.0,12.0,12,1,37927,34953,31463,32169
GonzalezD,Gonzalez,Daniel,J,M,2,23,11.5,4.0,5,1,14983,17911,20200,32169
GontierD,Gontier,David,,M,1,31,31.0,1.0,1,1,37927,14907,9104,32169
GonzalesA,Gonzales,Aaron,,M,1,8,8.0,4.0,4,1,37927,29719,25165,32169
GonzalezA,Gonzalez,Ariel,,M,2,6,3.0,2.5,5,1,14983,33015,37673,32169
GonzalezAbadJ,GonzalezAbad,Jose,,,1,1,1.0,2.0,2,1,37927,47267,46588,32169
GonzalezAgirreA,GonzalezAgirre,A,,,1,20,20.0,5.0,5,1,37927,19329,13517,32169
YamakataY,Yamakata,Yoko,,,1,10,10.0,5.0,5,1,37927,27093,22061,32169
GonzalezBarahonaJ,GonzalezBarahona,Jesus,,M,1,31,31.0,2.0,2,1,37927,14907,9104,32169
GonzalezBeltranA,GonzalezBeltran,Alejandra,N,F,1,3,3.0,37.0,37,1,37927,39960,37673,32169
GonzalezBetancorS,GonzalezBetancor,Sara,M,,1,11,11.0,1.0,1,1,37927,25960,20790,32169
GonzalezC,Gonzalez,Camila,,F,2,4,2.0,3.0,6,1,14983,37231,41700,32169
deAraujoI,deAraujo,Ismael,C,M,1,8,8.0,3.0,3,1,37927,29719,25165,32169
GonzalezCantergianiP,GonzalezCantergiani,Pablo,,M,1,243,243.0,1.0,1,1,37927,2491,724,32169
GonzalezCastanoF,GonzalezCastano,Francisco,J,M,1,6,6.0,3.0,3,1,37927,33015,29058,32169
GonzalezCidY,GonzalezCid,Yolanda,,M,1,27,27.0,3.0,3,1,37927,16295,10408,32169
GonzalezComaJ,GonzalezComa,Jose,P,,1,6,6.0,3.0,3,1,37927,33015,29058,32169
BelivanisD,Belivanis,Dimitrios,Ioannis,M,1,32,32.0,3.0,3,1,37927,14583,8785,32169
YamakawaH,Yamakawa,Hiroshi,,M,1,5,5.0,0.0,0,1,37927,34953,31463,32169
GonzalezO,Gonzalez,Oscar,,F,1,58,58.0,2.0,2,1,37927,9540,4670,32169
BelilovskyE,Belilovsky,Eugene,,M,1,25,25.0,6.0,6,1,37927,17091,11195,32169
GoordenM,Goorden,Martijn,,M,1,1,1.0,5.0,5,1,37927,47267,46588,32169
deAraujoR,deAraujo,Rafael,A,M,1,2,2.0,6.0,6,1,37927,43189,41700,32169
GoossensS,Goossens,Sebastiaan,,M,1,48,48.0,8.0,8,1,37927,10977,5724,32169
GooyaA,Gooya,Ali,,,1,36,36.0,3.0,3,1,37927,13383,7685,32169
GopalN,Gopal,Navaneetha,,F,1,1,1.0,3.0,3,1,37927,47267,46588,32169
GopalaP,Gopala,Praveen,Kumar,M,1,11,11.0,2.0,2,1,37927,25960,20790,32169
GopalakrishnaA,Gopalakrishna,Aravind,Kota,M,1,5,5.0,3.0,3,1,37927,34953,31463,32169
GopalakrishnaM,Gopalakrishna,M,T,,1,1,1.0,2.0,2,1,37927,47267,46588,32169
GopalakrishnanG,Gopalakrishnan,Ganesh,,M,1,5,5.0,4.0,4,1,37927,34953,31463,32169
GopalakrishnanP,Gopalakrishnan,Pradeep,Kumar,M,1,5,5.0,4.0,4,1,37927,34953,31463,32169
YamagataY,Yamagata,Yoriyuki,,,3,3,1.0,0.0,2,1,8336,39960,46588,32169
GopalanA,Gopalan,Aditya,,M,1,1,1.0,2.0,2,1,37927,47267,46588,32169
GopalanP,Gopalan,Parikshit,,M,1,7,7.0,5.0,5,1,37927,31270,26968,32169
GopalkrishnanM,Gopalkrishnan,Manoj,,F,3,5,1.667,2.0,6,1,8336,34953,43568,32169
deArrudaG,deArruda,Guilherme,F,M,1,6,6.0,5.0,5,1,37927,33015,29058,32169
GoonewardenaM,Goonewardena,Mathew,,M,1,9,9.0,3.0,3,1,37927,28355,23528,32169
GonzalezPintoS,GonzalezPinto,Severiano,,M,1,2,2.0,5.0,5,1,37927,43189,41700,32169
GoodwinM,Goodwin,Morten,,M,4,9,2.25,2.5,7,1,5320,28355,39901,32169
GoodloeA,Goodloe,Alwyn,,M,1,6,6.0,9.0,9,1,37927,33015,29058,32169
BelikovJ,Belikov,Juri,,,1,3,3.0,3.0,3,1,37927,39960,37673,32169
GonzalezSantamartaM,GonzalezSantamarta,Miguel,,M,2,1,0.5,4.0,7,1,14983,47267,49306,32169
GonzalezSecoG,GonzalezSeco,Gerardo,,M,1,37,37.0,8.0,8,1,37927,13109,7463,32169
GonzalezTorresA,GonzalezTorres,Antonio,,M,1,1,1.0,4.0,4,1,37927,47267,46588,32169
GonzalezVazquezJ,GonzalezVazquez,Julio,Cesar,M,1,17,17.0,11.0,11,1,37927,21169,15534,32169
GonzalezVillaS,GonzalezVilla,Sandra,,F,1,70,70.0,6.0,6,1,37927,8169,3713,32169
YamaguchiA,Yamaguchi,Akihiko,,M,1,7,7.0,1.0,1,1,37927,31270,26968,32169
GonzalezZavalaE,GonzalezZavala,Eduardo,,M,1,17,17.0,11.0,11,1,37927,21169,15534,32169
GonzalezdeAledoP,GonzalezdeAledo,Pablo,,M,1,26,26.0,25.0,25,1,37927,16672,10773,32169
